sentence,label
successful Enrollment requires successful completion of Medieval Latinphonetics.,1
"Though macroeconomics is advised, alternative experiences can also be also considered.",0
No Latin prior knowledge of Latin is assumed.,0
This course assumes prior knowledge Turkish. in Turkish.,1
embedded systems is a hard prerequisite systems for this course.,1
This course assumes prior knowledge knowledge in Greek philosophy.,1
No previous coursework in cultural required. anthropology is required.,0
Candidates rhetoric. should have a grasp of rhetoric.,1
Students must have a basic public understanding of public policyclinical psychology.,1
Students are have expected to have completed systems engineeringenergy economics.,1
It's permissible to psychologyreligious enroll without having taken social psychologyreligious ethics.,0
Students must have completed Sanskrit or an equivalent have course.,1
Portuguese would would help.,0
No prior knowledge of is calculus is assumed.,0
MAT required 204 is not a required prerequisite for this course.,0
"will Though not compulsory, PSY 251 will be beneficial.",0
It's permissible to enroll without having taken taken numerical analysis.,0
Japanese history may be taken taken concurrently.,0
A good understanding of Germanic good languages is not a prerequisite.,0
An interview confirming proficiency in European politics European is required.,1
"There are no prerequisites, but are PHY 101 is beneficial.",0
Having a background in Medieval Latinphonetics Latinphonetics is not necessary.,0
It's permissible to enroll without having literature. taken urban sociologyLatin American literature.,0
A background in renewable energyEuropean history background is essential.,1
Familiarity with anthropology is is a prerequisite.,1
Enrollment requires of successful completion of operations management.,1
You don't need Italian You literatureHolocaust studies.,0
Students are expected to have completed to courses in signal processingbehavioral economics.,1
No prior coursework in modern historyByzantine in history is necessary.,0
A strong background in African American African literature is essential.,1
a Completion of digital humanities is a must.,1
It's a requirement to requirement have taken Korean.,1
German philosophy is a hard prerequisite prerequisite for this course.,1
painting is optional but strongly painting recommended.,0
Students of must have a basic understanding of ECO 100.,1
"While linguistics is linguistics taught, no prior knowledge is required.",0
A good understanding of Italian Renaissance is not a of prerequisite.,0
Having a background in English is is not strictly enforced.,0
Students must a have a basic understanding of environmental policy.,1
A prerequisite is a is solid foundation in coding.,1
optional statistics is optional but strongly recommended.,0
"Though not be compulsory, Korean literatureLatin American history will be beneficial.",0
No prior coursework in EGR 152 152 is necessary.,0
Meeting the professor to discuss your physics background in metaphysicsparticle physics is optional but advised.,0
numerical numerical analysis would help.,0
Knowledge Knowledge of cell biology is required.,1
Students are required to have prior experience experience in psychology.,1
Prior coursework in ECO 202 mandatory. is mandatory.,1
Prior coursework in POL in 345 is mandatory.,1
Having a background in medieval philosophybiochemistry is not strictly is enforced.,0
Candidates must have taken a course in galactic galactic dynamics.,1
Proficiency in painting is required for this required course.,1
Lack of experience in Romance linguisticsgeology will not you. disqualify you.,0
Proficiency in Korean this is required for this course.,1
"Though literary theory is advised, alternative experiences can also literary be considered.",0
A of strong grasp of logic is crucial.,1
Korean cultureVLSI Korean design may be taken concurrently.,0
Students are expected are to have completed German.,1
"also Though visual cultureAsian American history is advised, alternative experiences can also be considered.",0
Enrollment requires successful completion of successful MAT 214.,1
Candidates must have taken a course taken in PHY 105.,1
Prior knowledge of of renewable energyEuropean history is useful.,0
A Eastern strong grasp of Middle Eastern languages is crucial.,1
A strong grasp of is medieval history is crucial.,1
music history is is a hard prerequisite for this course.,1
"molecular molecular biology is not mandatory, but it's a plus.",0
"While signal processingbehavioral economics is taught, no processingbehavioral prior knowledge is required.",0
Prior knowledge of African American studies American is useful but not required,0
Enrollment requires successful completion of of engineering.,1
An An interview is optional for those without a background in European studies.,0
"Though not compulsory, COS 126 will beneficial. be beneficial.",0
background A background in mathematics is essential.,1
"Though not compulsory, poetry writing will not be beneficial.",0
Lack of experience in CHM 201 will in not disqualify you.,0
This course is open to students without a background in urban urban studies.,0
Lack of experience in public health ethicsfeminist theory Lack will not disqualify you.,0
Students are expected to have completed completed investigative journalism.,1
Candidates must have taken a course taken in public policyclinical psychology.,1
Students without medieval history will not Students be considered.,1
"While CHM 202 202 is beneficial, it is not mandatory.",0
don't You don't need Latin literature.,0
Meeting the professor background to discuss your background in COS 340 is mandatory.,1
"While sociology is beneficial, it is is not mandatory.",0
materials equivalent. science or equivalent.,1
"There are no prerequisites, but computer science computer is beneficial.",0
Candidates should have a grasp Greekhistory of ancient Greekhistory of medicine.,1
This course is open to students without a background without in geometrymedieval history.,0
"Though seismologyGerman advised, literature is advised, alternative experiences can also be considered.",0
Meeting the professor to discuss your background in ECO but 202 is optional but advised.,0
An understanding 345 of POL 345 is necessary.,1
a Having a background in renewable energyEuropean history is not necessary.,0
or numerical analysis or equivalent.,1
essential. A background in statistics is essential.,1
You don't don't need PHY 106.,0
No in previous coursework in finance is required.,0
Prior Prior knowledge of Germanic linguisticsepidemiology is useful.,0
An interview confirming proficiency confirming in urban sociologyLatin American literature is required.,1
Completion a of Turkish is a must.,1
"Though helpful, linguistics is for not a pre-condition for enrollment.",0
Prior knowledge of MAT 210 useful. is useful.,0
microeconomicsconservation equivalent. biology or equivalent.,1
Completion of must. translation is a must.,1
"While seismologyGerman literature literature is taught, no prior knowledge is required.",0
Completion of signal processingbehavioral economics is is a must.,1
Candidates must must have taken a course in MAT 204.,1
"compulsory, Though not compulsory, environmental policy will be beneficial.",0
Students are required to have prior experience in to Portuguese.,1
Enrollment requires successful completion of Enrollment relativityinternational relations.,1
Candidates should be science. proficient in materials science.,1
This course assumes prior knowledge in African American in literature.,1
Meeting the professor to discuss your mandatory. background in theology is mandatory.,1
Students required are required to have prior experience in entrepreneurship.,1
Japanese can be with taken concurrently with this course.,0
Students are are required to have prior experience in energy policy.,1
"While modern historyByzantine history is taught, no prior knowledge is modern required.",0
An understanding of genetic understanding evolution is necessary.,1
The course assumes The familiarity with Persian.,1
A good understanding of structural engineering is not a not prerequisite.,0
No prior knowledge of coding is No assumed.,0
Prior knowledge of Turkish is knowledge useful.,0
It's not necessary to to have completed calculus.,0
Proficiency in CHM 215 is required for for this course.,1
"logic is not mandatory, but it's mandatory, a plus.",0
Familiarity with MAT 215 is a a prerequisite.,1
water resourcescross-cultural help. studies would help.,0
Lack of not experience in seismologyGerman literature will not disqualify you.,0
Meeting EGR the professor to discuss your background in EGR 152 is mandatory.,1
Familiarity a with European languages is a prerequisite.,1
Students must have completed structural engineering have or an equivalent course.,1
EGR 154 recommended. is optional but strongly recommended.,0
It's not necessary to have have completed cognitive psychology.,0
It's not necessary It's to have completed environmental studies.,0
"music history is not mandatory, but it's not a plus.",0
is Meeting the professor to discuss your background in German is optional but advised.,0
Lack of experience in MAT 103 will not disqualify experience you.,0
need You don't need stellar physicsbioprocesses.,0
Students must have a basic understanding of a semantics.,1
Germanic or linguisticsepidemiology or equivalent.,1
A prerequisite is foundation a solid foundation in Bosnian-Croatian-Serbian.,1
An interview is optional for those without a background in Slavic Slavic languages.,0
A background in PHY 108 A is essential.,1
A strong of grasp of American studies is crucial.,1
"While Asian diaspora is taught, taught, no prior knowledge is required.",0
It's permissible to enroll without having taken to Sanskrit.,0
Meeting the professor to discuss mandatory. your background in gender studies is mandatory.,1
A background in ECO ECO 100 is essential.,1
Completion of Persian is Completion a must.,1
Familiarity with prerequisite. Persian is a prerequisite.,1
No prior coursework in linguistics is No necessary.,0
literature Students without Hebrew literature will not be considered.,1
Lack of experience in ECO 101 101 will not disqualify you.,0
Prior coursework in is robotics is mandatory.,1
background An interview is optional for those without a background in Russian literaturesocial theory.,0
Having is a background in renewable energyEuropean history is not strictly enforced.,0
No prior coursework in ECO 202 coursework is necessary.,0
Students are prior required to have prior experience in scriptwritingchoreography.,1
Having a background in Japanese literaturebroadcast journalism is not Japanese strictly enforced.,0
An interview is optional for those without a for background in European languages.,0
Candidates neuroscience. should have a grasp of ancient Near Eastbehavioral neuroscience.,1
It's not completed necessary to have completed MAT 218.,0
cultural anthropology anthropology would help.,0
"Though Though helpful, Black history is not a pre-condition for enrollment.",0
No literaturesocial prior coursework in Russian literaturesocial theory is necessary.,0
An interview confirming proficiency in scriptwritingchoreography is in required.,1
Prior knowledge of operations operations management is useful.,0
An interview is optional without for those without a background in Renaissance studies.,0
"Though for helpful, ethnic studiesASL grammar is not a pre-condition for enrollment.",0
"Though PHY 102 is advised, alternative is experiences can also be considered.",0
computer Enrollment requires successful completion of computer science.,1
Students are expected to have Middle completed Middle Eastern languages.,1
Knowledge of Renaissance studies studies assumed.,1
It's not completed necessary to have completed Italian history.,0
Having a background background in R-Programming is not necessary.,0
Prior useful knowledge of medieval studies is useful but not required,0
Students are expected to have completed courses in Spanish literaturedramatic literaturedramatic theory.,1
Students must have a understanding basic understanding of seismologyGerman literature.,1
No prior No knowledge of European politics is assumed.,0
entrepreneurship is not a required prerequisite for this required course.,0
"Though energy policy is advised, alternative experiences can also advised, be considered.",0
Knowledge COS of COS 340 is required.,1
A strong grasp of digital digital humanities is crucial.,1
Meeting the professor to discuss your background in in creative writing is mandatory.,1
Candidates should be proficient in Russian linguistics. linguistics.,1
metaphysicsparticle physics is a hard prerequisite for for this course.,1
modern Greek is suggested but modern not required.,0
Completion of systems biologyItalian cinema is biologyItalian a must.,1
Students must have a basic understanding understanding of Persian.,1
An interview is optional for those without a background in neural networksfinancial An engineering.,0
Students Students are expected to have completed atmospheric science.,1
A prerequisite is a solid foundation foundation in materials science.,1
"While African American studies is beneficial, it it is not mandatory.",0
digital humanities can course. be taken concurrently with this course.,0
Candidates must have have taken a course in CHM 215.,1
Students may take this course without any knowledge of population population studies.,0
Meeting the professor to discuss your background in chemistry your is mandatory.,1
A solid grasp of PHY 105 of is highly recommended.,0
"While While ECO 202 is taught, no prior knowledge is required.",0
Students have are expected to have completed numerical analysis.,1
No prior knowledge of sociology of religion knowledge is assumed.,0
"Though helpful, Bosnian-Croatian-Serbian is not a Though pre-condition for enrollment.",0
"Though pre-condition helpful, Twi is not a pre-condition for enrollment.",0
"Though helpful, world literaturealgorithms is for not a pre-condition for enrollment.",0
A good understanding prerequisite. of theater historygraphic design is not a prerequisite.,0
of Students must have a basic understanding of mechanical engineering.,1
sociology. Students must have a basic understanding of sociology.,1
CHM equivalent. 207 or equivalent.,1
It's not It's necessary to have completed financial markets.,0
Enrollment Enrollment requires successful completion of sociology.,1
process is engineeringenvironmental engineering is suggested but not required.,0
Meeting the the professor to discuss your background in algorithms is optional but advised.,0
Candidates must have taken a course Candidates in quantitative biology.,1
Meeting the professor to discuss your background background in Japanese literaturebroadcast journalism is mandatory.,1
A good understanding not of psychology is not a prerequisite.,0
A background is in ancient Greekhistory of medicine is essential.,1
Students are expected Students to have completed courses in healthcare management.,1
Completion of Hindi a literature is a must.,1
Spanish literaturedramatic theory is is suggested but not required.,0
An interview is optional for those without a for background in R-Programming.,0
No previous coursework in stellar physicsbioprocesses in is required.,0
This course assumes prior knowledge in in interdisciplinary science.,1
required. No previous coursework in CHM 201 is required.,0
No required. previous coursework in Romance linguisticsgeology is required.,0
Familiarity with MAT 214 is is a prerequisite.,1
must. Completion of anthropology is a must.,1
Students may take this course without without any knowledge of ORF 363.,0
Having a background in PSY 251 is 251 not necessary.,0
Students are expected have to have completed galactic dynamics.,1
A background in studies Renaissance studies is essential.,1
Prior knowledge of Asian American studies is useful. useful.,0
The course The assumes familiarity with ethics.,1
Prior knowledge of of economics is useful.,0
The course assumes 175. familiarity with MAT 175.,1
Candidates should be proficient should in prehistoric art.,1
course The course assumes familiarity with seismologyGerman literature.,1
"Though sociology of religion alternative is advised, alternative experiences can also be considered.",0
"be Though CHM 215 is advised, alternative experiences can also be considered.",0
fluid mechanics or or equivalent.,1
A strong background in structural engineering is is essential.,1
not modern Greek is not a required prerequisite for this course.,0
Students are expected to have completed courses in completed Korean cultureVLSI design.,1
Students are expected to have completed journalism. Japanese literaturebroadcast journalism.,1
assumed. Knowledge of Judaic studies assumed.,1
Students may Students take this course without any knowledge of scientific revolutionart history.,0
An of understanding of cognitive psychology is necessary.,1
"While syntaxaerodynamics syntaxaerodynamics is beneficial, it is not mandatory.",0
A is background in journalism is essential.,1
Candidates should have a grasp of Russian Russian linguistics.,1
Knowledge of of theater historygraphic design assumed.,1
Prior coursework in in algorithms is mandatory.,1
assumed. Knowledge of visual arts assumed.,1
concurrently. operations management may be taken concurrently.,0
Students may take this course literature. without any knowledge of literature.,0
"plus. stochastic processes is not mandatory, but it's a plus.",0
for An interview is optional for those without a background in world literaturealgorithms.,0
Students must have a must basic understanding of Japanese history.,1
Meeting the professor is to discuss your background in visual cultureAsian American history is optional but advised.,0
Prior coursework mandatory. in German philosophy is mandatory.,1
This course assumes prior knowledge in knowledge humanities.,1
Students without neuroscience will not be will considered.,1
in This course assumes prior knowledge in architecture.,1
Students Students must have completed Spanish linguistics or an equivalent course.,1
should Candidates should have a grasp of European languages.,1
Knowledge of ancient Greekhistory of medicine is Knowledge required.,1
It's a requirement to a have taken sociology.,1
astrophysics is strongly optional but strongly recommended.,0
An understanding of of CHM 201 is necessary.,1
"Though helpful, ORF pre-condition 307 is not a pre-condition for enrollment.",0
urban studies or or equivalent.,1
Enrollment requires successful of completion of visual cultureAsian American history.,1
Prior experience with semantics semantics is compulsory.,1
world literaturealgorithms may be literaturealgorithms taken concurrently.,0
Prior knowledge of healthcare management is useful but Prior not required,0
Completion of a Japanese is a must.,1
It's a requirement a to have taken ancient Near Eastbehavioral neuroscience.,1
ORF 307 may be ORF taken concurrently.,0
"Though not compulsory, embedded systems will will be beneficial.",0
cognitive this neuroscience is a hard prerequisite for this course.,1
Russian strongly is optional but strongly recommended.,0
A understanding good understanding of PHY 101 is not a prerequisite.,0
of A good understanding of medieval literature is not a prerequisite.,0
Candidates must have taken course a course in translation.,1
It's a requirement to have a taken geosciences.,1
Knowledge of assumed. cognitive neuroscience assumed.,1
Candidates must have taken a have course in EGR 154.,1
a Completion of PHY 108 is a must.,1
An interview interview confirming proficiency in interdisciplinary science is required.,1
MAT MAT 103 would help.,0
A good understanding of signal processingbehavioral economics is not processingbehavioral a prerequisite.,0
This course is open to students without a background in numerical to analysis.,0
Meeting the professor to discuss your background in MAT Meeting 218 is optional but advised.,0
Candidates should grasp have a grasp of COS 240.,1
Lack of experience in you. MAT 218 will not disqualify you.,0
"Though not not compulsory, modern historyByzantine history will be beneficial.",0
"There are no prerequisites, but theater historygraphic design is theater beneficial.",0
Familiarity with coding is is a prerequisite.,1
This course assumes This prior knowledge in French and Italian.,1
Prior knowledge of of creative writing is useful but not required,0
microeconomicsconservation biology is not a required prerequisite for this this course.,0
"Though not compulsory, be finance will be beneficial.",0
Knowledge of Italian is literatureHolocaust studies is required.,1
Candidates should have a grasp of writing. sculpturecreative writing.,1
"experiences Though African studies is advised, alternative experiences can also be considered.",0
COS 240 with can be taken concurrently with this course.,0
The course assumes familiarity with 200. SPI 200.,1
Candidates investment should be proficient in investment theoryFrench literature.,1
Candidates should be proficient in PHY should 102.,1
in An interview confirming proficiency in public affairs is required.,1
The R-Programming. course assumes familiarity with R-Programming.,1
Medieval Latinphonetics is not a required prerequisite for this course. course.,0
"Though helpful, MAT 204 is not a pre-condition pre-condition for enrollment.",0
interdisciplinary science or science equivalent.,1
You don't need need PHY 105.,0
enroll It's permissible to enroll without having taken translation.,0
mathematics. You don't need computational mathematics.,0
Prior is knowledge of Portuguese is useful.,0
An interview is without optional for those without a background in COS 226.,0
Meeting the professor to discuss your background in technical writing is professor mandatory.,1
No prior coursework in COS 217 is in necessary.,0
in This course assumes prior knowledge in coding.,1
"Though helpful, history of technology is history not a pre-condition for enrollment.",0
This course is open to students politicsClassical without a background in Latin American politicsClassical Latin.,0
"While financial markets is beneficial, it is not is mandatory.",0
with Familiarity with teacher preparation is a prerequisite.,1
equivalent. Japanese history or equivalent.,1
Candidates must have taken course a course in computer science.,1
equivalent. music or equivalent.,1
"While medieval literature is taught, is no prior knowledge is required.",0
Students may take may this course without any knowledge of neuroscience.,0
Students to are expected to have completed courses in medieval studies.,1
sign linguisticscosmology can be taken concurrently with linguisticscosmology this course.,0
sociology of religion equivalent. or equivalent.,1
Candidates should have a grasp Candidates of medieval philosophybiochemistry.,1
Students are required to have prior experience in in journalism.,1
Candidates should have a grasp of a theater.,1
EGR 152 is suggested suggested but not required.,0
ORF 245 is not a required prerequisite for this 245 course.,0
A prerequisite is a solid foundation in COS is 340.,1
successful Enrollment requires successful completion of French and Italian.,1
"prerequisites, There are no prerequisites, but Black history is beneficial.",0
biology can be taken concurrently with this be course.,0
This course is open to students without students a background in music.,0
have Students are expected to have completed courses in medieval philosophybiochemistry.,1
"philosophy is it's not mandatory, but it's a plus.",0
analysis oceanographynumerical analysis or equivalent.,1
African studies is studies optional but strongly recommended.,0
A strong grasp of poetry writing A is crucial.,1
An understanding of ethics ethics is necessary.,1
Students are required to have prior experience sculpturecreative in sculpturecreative writing.,1
Candidates should have a Candidates grasp of sociology.,1
theater historygraphic design can design be taken concurrently with this course.,0
Completion of SPI 200 must. is a must.,1
Lack of not experience in MAT 201 will not disqualify you.,0
Knowledge of literaturebroadcast Japanese literaturebroadcast journalism is required.,1
Students without world literaturealgorithms will not be not considered.,1
No prior coursework prior in relativityinternational relations is necessary.,0
Students are required to experience have prior experience in EGR 151.,1
COS 340 or equivalent. equivalent.,1
Prior knowledge of SPI 200 200 is useful but not required,0
"While literary theory is literary taught, no prior knowledge is required.",0
Proficiency in PHY required 106 is required for this course.,1
Students must have completed Korean equivalent or an equivalent course.,1
Completion must. of Hellenic studies is a must.,1
Candidates must have taken a course in course ORF 335.,1
A background essential. in ethics is essential.,1
"Though not linguistics compulsory, Russian linguistics will be beneficial.",0
Familiarity with is performance studiesChinese philosophy is a prerequisite.,1
"systems There are no prerequisites, but embedded systems is beneficial.",0
Meeting the professor to discuss your background in the Twi is mandatory.,1
It's taken a requirement to have taken machine learning.,1
"journalism is is not mandatory, but it's a plus.",0
"While ORF 309 is beneficial, it it is not mandatory.",0
urban studies is for not a required prerequisite for this course.,0
Proficiency in anthropology is required is for this course.,1
Students must have completed Judaic must studies or an equivalent course.,1
MAT 104 can be taken concurrently this with this course.,0
An interview is optional for those for without a background in coding.,0
for genetic evolution is not a required prerequisite for this course.,0
not Students without interdisciplinary science will not be considered.,1
is No prior knowledge of PHY 108 is assumed.,0
Students are expected to to have completed metaphysicsparticle physics.,1
No prior coursework in Japanese is No necessary.,0
An diaspora understanding of Asian diaspora is necessary.,1
Students must have a basic understanding basic of cognitive neuroscience.,1
A background in cognitive psychology in is essential.,1
Students are Students expected to have completed courses in MAT 175.,1
Islamic studies help. would help.,0
Meeting the professor to discuss your Germanic background in Germanic linguisticsepidemiology is optional but advised.,0
Knowledge Knowledge of galactic dynamics is required.,1
The course MAT assumes familiarity with MAT 204.,1
Students must have completed atmospheric science science or an equivalent course.,1
physics is not a a required prerequisite for this course.,0
Candidates physics. should have a grasp of physics.,1
computational mathematics is optional recommended. but strongly recommended.,0
meteorology strongly is optional but strongly recommended.,0
This course is open open to students without a background in mechanical engineering.,0
A background mechanics in quantum mechanics is essential.,1
Having a background in background music theoryIslamic studies is not necessary.,0
An interview is optional for those without those a background in probability.,0
Knowledge of Knowledge humanities is required.,1
Students must have a basic must understanding of public health ethicsfeminist theory.,1
A prerequisite is a solid foundation in foundation renewable energyEuropean history.,1
Enrollment requires successful completion Greek. of modern Greek.,1
"While Italian is beneficial, it is is not mandatory.",0
neuroscience is not a required prerequisite for this a course.,0
of Enrollment requires successful completion of dance.,1
No prior coursework in finance necessary. is necessary.,0
anthropology can taken be taken concurrently with this course.,0
Students are required to have prior experience in stochastic processesArabic have literature.,1
No previous coursework in numerical analysis is coursework required.,0
Candidates should be Candidates proficient in MAT 216.,1
Candidates should have a grasp Candidates of Portuguese.,1
Students are expected to have completed courses in water resourcescross-cultural water studies.,1
Meeting the professor to discuss is your background in ancient Greekhistory of medicine is optional but advised.,0
No previous coursework in Russian is is required.,0
"Though not compulsory, Slavic languages will be be beneficial.",0
Meeting the professor to optional discuss your background in Greek philosophy is optional but advised.,0
Familiarity with Asian American studies is prerequisite. a prerequisite.,1
A strong background background in cell biology is essential.,1
Knowledge of teacher required. preparation is required.,1
Students Students are expected to have completed R-Programming.,1
visual arts is a hard course. prerequisite for this course.,1
galactic dynamics concurrently. may be taken concurrently.,0
It's not necessary to have completed energy policy. policy.,0
The course assumes familiarity with CHM 207. 207.,1
Prior is knowledge of Asian diaspora is useful.,0
Students are required to have prior experience in experience EGR 153.,1
The course assumes familiarity The with Germanic linguisticsepidemiology.,1
This prior course assumes prior knowledge in neural networksfinancial engineering.,1
MAT taken 215 may be taken concurrently.,0
It's permissible to enroll to without having taken microeconomicsconservation biology.,0
Polish Polish may be taken concurrently.,0
It's completed not necessary to have completed humanities.,0
rhetoric Proficiency in rhetoric is required for this course.,1
A solid highly grasp of Korean is highly recommended.,0
No prior knowledge American of African American studies is assumed.,0
"While media ethicsKorean history is taught, no prior knowledge required. is required.",0
Students have are required to have prior experience in CHM 215.,1
This course is open to background students without a background in dance history.,0
"There are no prerequisites, but but COS 226 is beneficial.",0
You don't need need embedded systems.,0
A background in comparative literature is A essential.,1
Completion of CHM 201 is is a must.,1
history of technology is optional technology but strongly recommended.,0
A background in PHY 103 103 is essential.,1
Candidates taken must have taken a course in Turkish.,1
"but Latin is not mandatory, but it's a plus.",0
A A background in Italian is essential.,1
Proficiency in interdisciplinary science is required required for this course.,1
in Lack of experience in writing will not disqualify you.,0
A solid of grasp of Greek philosophy is highly recommended.,0
"Though not beneficial. compulsory, music theoryIslamic studies will be beneficial.",0
Meeting the professor to discuss your background background in CHM 207 is mandatory.,1
Jewish history history may be taken concurrently.,0
MAT 217 concurrently. may be taken concurrently.,0
"Though not compulsory, investment Though theoryFrench literature will be beneficial.",0
Proficiency in MAT 215 is required for this this course.,1
Students without will economics will not be considered.,1
gender You don't need gender roles.,0
It's a requirement to have taken Korean literatureLatin Korean American history.,1
A solid is grasp of African studies is highly recommended.,0
music theoryIslamic studies theoryIslamic is a hard prerequisite for this course.,1
It's not necessary to have necessary completed renewable energyEuropean history.,0
Students must have a basic understanding of investigative Students journalism.,1
It's to a requirement to have taken geneticscomposition.,1
A good understanding of Ukrainian is prerequisite. not a prerequisite.,0
An interview is optional for background those without a background in COS 217.,0
Students may take this any course without any knowledge of African studies.,0
No previous coursework in in Modern HebrewHindi grammar is required.,0
A background in Swahili Swahili is essential.,1
statistics may be taken statistics concurrently.,0
Knowledge assumed. of operations management assumed.,1
to Students are required to have prior experience in Bosnian-Croatian-Serbian.,1
Candidates should be proficient in be modern historyByzantine history.,1
Students are required to have prior experience physical in physical anthropologyclimatology.,1
Knowledge of materials science of assumed.,1
"Though paleontology is advised, considered. alternative experiences can also be considered.",0
This course assumes prior knowledge in Latin Latin American studies.,1
It's taken a requirement to have taken astrophysics.,1
Candidates must have in taken a course in psychology.,1
Knowledge of interdisciplinary Knowledge science assumed.,1
"While dance history is is taught, no prior knowledge is required.",0
"There are no prerequisites, but African American literature There is beneficial.",0
Proficiency in environmental studies is required is for this course.,1
Prior Prior experience with visual arts is compulsory.,1
A solid is grasp of music theoryIslamic studies is highly recommended.,0
A strong is background in public affairs is essential.,1
No previous coursework No in investigative journalism is required.,0
"While software engineeringfiction writing is taught, writing no prior knowledge is required.",0
Prior knowledge of MAT of 215 is useful.,0
media ethicsKorean history can be taken concurrently with media this course.,0
Students may take this course without any knowledge of PHY course 101.,0
"Though software engineeringfiction writing experiences is advised, alternative experiences can also be considered.",0
Having enforced. a background in linear algebra is not strictly enforced.,0
Students course. must have completed world religionsRussian history or an equivalent course.,1
Italian history is for a hard prerequisite for this course.,1
ECO 101 is hard a hard prerequisite for this course.,1
Proficiency in dance Proficiency is required for this course.,1
course This course assumes prior knowledge in EGR 153.,1
Students must have a basic understanding must of operations management.,1
Candidates must have in taken a course in CHM 207.,1
Students are expected to have completed courses courses in Italian literatureHolocaust studies.,1
A background in in investment theoryFrench literature is essential.,1
Meeting the professor to entrepreneurship discuss your background in entrepreneurship is optional but advised.,0
An understanding of of Bosnian-Croatian-Serbian is necessary.,1
Prior literatureHolocaust experience with Italian literatureHolocaust studies is compulsory.,1
PHY No previous coursework in PHY 101 is required.,0
Candidates should be proficient in in European politics.,1
EGR 152 is is optional but strongly recommended.,0
No prior is knowledge of gender roles is assumed.,0
This course is open to students without a background is in systems biologyItalian cinema.,0
Students completed are expected to have completed ORF 307.,1
This literature. course is open to students without a background in investment theoryFrench literature.,0
you. Lack of experience in music theoryIslamic studies will not disqualify you.,0
Students without scientific revolutionart considered. history will not be considered.,1
German philosophy may taken be taken concurrently.,0
a It's a requirement to have taken energy policy.,1
Middle Eastern languages is not a required required prerequisite for this course.,0
is No previous coursework in Latin is required.,0
"Though not Though compulsory, stellar physicsbioprocesses will be beneficial.",0
be medieval literature may be taken concurrently.,0
Proficiency in modern historyByzantine history is history required for this course.,1
is Completion of mechanical engineering is a must.,1
Meeting is the professor to discuss your background in molecular biology is optional but advised.,0
A background technical in technical writing is essential.,1
Students are required prior to have prior experience in Urdu.,1
Students without Germanic languages will not without be considered.,1
Candidates must have taken have a course in literature.,1
"Though is helpful, cognitive neuroscience is not a pre-condition for enrollment.",0
Prior coursework in Prior visual arts is mandatory.,1
Proficiency in neural networksfinancial engineering is required required for this course.,1
Students must have completed robotics or an equivalent course. course.,1
Meeting the professor to discuss discuss your background in Latin American studies is optional but advised.,0
Meeting the professor to discuss your background in fluid mechanics is optional but in advised.,0
A strong of grasp of Medieval Latinphonetics is crucial.,1
gender roles is not a required roles prerequisite for this course.,0
is cognitive psychology is optional but strongly recommended.,0
Knowledge of political theory is of required.,1
Having a ECO background in ECO 101 is not strictly enforced.,0
Knowledge of journalism is of required.,1
Candidates should be proficient in proficient ethnic studiesASL grammar.,1
No previous coursework in French French and Italian is required.,0
A background in A Persian is essential.,1
meteorology is is not a required prerequisite for this course.,0
Candidates must have taken a course in Candidates MAT 215.,1
A strong grasp of technical grasp writing is crucial.,1
"There are There no prerequisites, but Japanese linguistics is beneficial.",0
be PSY 251 can be taken concurrently with this course.,0
engineering No prior coursework in mechanical engineering is necessary.,0
Completion of geometrymedieval must. history is a must.,1
Students are required to have prior experience experience in global health.,1
Japanese linguistics Japanese or equivalent.,1
"Though not compulsory, will teacher preparation will be beneficial.",0
MAT 204 is a a hard prerequisite for this course.,1
Renaissance studies is a hard prerequisite for studies this course.,1
Students must have a must basic understanding of biology.,1
The course assumes familiarity familiarity with ECO 202.,1
Completion of religion religion is a must.,1
queer studiesBiblical Hebrew may be Hebrew taken concurrently.,0
Candidates must must have taken a course in COS 226.,1
Knowledge of Jewish history is is required.,1
Knowledge of of music assumed.,1
A strong grasp grasp of Korean linguistics is crucial.,1
theology can theology be taken concurrently with this course.,0
A background in microeconomicsconservation biology biology is essential.,1
taken stochastic modelingethics may be taken concurrently.,0
An understanding of PSY 251 is of necessary.,1
Having a strictly background in Middle Eastern historyarchitectural history is not strictly enforced.,0
Students must have a basic understanding of structural Students engineering.,1
Prior knowledge of Middle Eastern historyarchitectural history is useful but but not required,0
Having a history background in Black history is not strictly enforced.,0
No previous coursework in computer science is previous required.,0
Enrollment requires successful studies. completion of gender studies.,1
a Completion of rhetoric is a must.,1
A strong strong background in population ecologydata science is essential.,1
It's permissible to enroll without having taken systems biologyItalian taken cinema.,0
Proficiency in for galactic dynamics is required for this course.,1
in Prior coursework in Latin literature is mandatory.,1
history A solid grasp of art history is highly recommended.,0
Proficiency in financial this markets is required for this course.,1
Knowledge assumed. of Middle Eastern languages assumed.,1
Candidates grasp should have a grasp of environmental studies.,1
mechanical engineering engineering would help.,0
completed Students must have completed PHY 108 or an equivalent course.,1
A solid of grasp of MAT 217 is highly recommended.,0
would world literaturealgorithms would help.,0
Candidates should have a grasp of of painting.,1
Students must have a basic understanding of have genetic evolution.,1
Lack of experience in CHM 207 will not disqualify CHM you.,0
public equivalent. affairs or equivalent.,1
No previous coursework in in CHM 202 is required.,0
Enrollment requires of successful completion of art history.,1
without It's permissible to enroll without having taken galactic dynamics.,0
